posicao_ranking;id_regra;score_lado_max;score_oposto_min;perda_minima;persistencia_s;mfe_maximo;modo_fluxo;exigir_rompimento_contrario;conjunto_treino;qtd_trades_treino;disparos_treino;taxa_disparo_pct_treino;resultado_real_total_treino;resultado_sombra_total_treino;impacto_liquido_treino;impacto_medio_trade_treino;losses_salvos_treino;gains_prejudicados_treino;protegidos_prejudicados_treino;timeouts_melhorados_treino;score_lado_max_treino;score_oposto_min_treino;perda_minima_treino;persistencia_s_treino;mfe_maximo_treino;modo_fluxo_treino;exigir_rompimento_contrario_treino;conjunto_validacao;qtd_trades_validacao;disparos_validacao;taxa_disparo_pct_validacao;resultado_real_total_validacao;resultado_sombra_total_validacao;impacto_liquido_validacao;impacto_medio_trade_validacao;losses_salvos_validacao;gains_prejudicados_validacao;protegidos_prejudicados_validacao;timeouts_melhorados_validacao;score_lado_max_validacao;score_oposto_min_validacao;perda_minima_validacao;persistencia_s_validacao;mfe_maximo_validacao;modo_fluxo_validacao;exigir_rompimento_contrario_validacao;validacao_positiva;impacto_conservador
683;594;30;70;700;5;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;30;70;700;5;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;30;70;700;5;;SOMENTE_SCORES;True;False;-1750,0
684;602;30;70;700;8;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;30;70;700;8;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;30;70;700;8;;SOMENTE_SCORES;True;False;-1750,0
685;610;30;70;900;2;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;30;70;900;2;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;30;70;900;2;;SOMENTE_SCORES;True;False;-1750,0
686;618;30;70;900;3;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;30;70;900;3;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;30;70;900;3;;SOMENTE_SCORES;True;False;-1750,0
687;626;30;70;900;5;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;30;70;900;5;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;30;70;900;5;;SOMENTE_SCORES;True;False;-1750,0
688;634;30;70;900;8;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;30;70;900;8;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;30;70;900;8;;SOMENTE_SCORES;True;False;-1750,0
689;1058;40;70;500;2;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;40;70;500;2;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;40;70;500;2;;SOMENTE_SCORES;True;False;-1750,0
690;1066;40;70;500;3;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;40;70;500;3;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;40;70;500;3;;SOMENTE_SCORES;True;False;-1750,0
691;1074;40;70;500;5;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;40;70;500;5;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;40;70;500;5;;SOMENTE_SCORES;True;False;-1750,0
692;1082;40;70;500;8;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;40;70;500;8;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;40;70;500;8;;SOMENTE_SCORES;True;False;-1750,0
693;1090;40;70;700;2;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;40;70;700;2;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;40;70;700;2;;SOMENTE_SCORES;True;False;-1750,0
694;1098;40;70;700;3;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;40;70;700;3;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;40;70;700;3;;SOMENTE_SCORES;True;False;-1750,0
695;1106;40;70;700;5;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;40;70;700;5;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;40;70;700;5;;SOMENTE_SCORES;True;False;-1750,0
696;1114;40;70;700;8;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;40;70;700;8;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;40;70;700;8;;SOMENTE_SCORES;True;False;-1750,0
697;1122;40;70;900;2;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;40;70;900;2;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;40;70;900;2;;SOMENTE_SCORES;True;False;-1750,0
698;1130;40;70;900;3;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;40;70;900;3;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;40;70;900;3;;SOMENTE_SCORES;True;False;-1750,0
699;1138;40;70;900;5;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;40;70;900;5;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;40;70;900;5;;SOMENTE_SCORES;True;False;-1750,0
700;1146;40;70;900;8;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;40;70;900;8;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;40;70;900;8;;SOMENTE_SCORES;True;False;-1750,0
701;1570;50;70;500;2;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;50;70;500;2;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;50;70;500;2;;SOMENTE_SCORES;True;False;-1750,0
702;1578;50;70;500;3;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;50;70;500;3;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;50;70;500;3;;SOMENTE_SCORES;True;False;-1750,0
703;1586;50;70;500;5;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;50;70;500;5;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;50;70;500;5;;SOMENTE_SCORES;True;False;-1750,0
704;1594;50;70;500;8;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;50;70;500;8;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;50;70;500;8;;SOMENTE_SCORES;True;False;-1750,0
705;1602;50;70;700;2;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;50;70;700;2;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;50;70;700;2;;SOMENTE_SCORES;True;False;-1750,0
706;1610;50;70;700;3;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;50;70;700;3;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;50;70;700;3;;SOMENTE_SCORES;True;False;-1750,0
707;1618;50;70;700;5;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;50;70;700;5;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;50;70;700;5;;SOMENTE_SCORES;True;False;-1750,0
708;1626;50;70;700;8;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;50;70;700;8;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;50;70;700;8;;SOMENTE_SCORES;True;False;-1750,0
709;1634;50;70;900;2;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;50;70;900;2;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;50;70;900;2;;SOMENTE_SCORES;True;False;-1750,0
710;1642;50;70;900;3;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;50;70;900;3;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;50;70;900;3;;SOMENTE_SCORES;True;False;-1750,0
711;1650;50;70;900;5;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;50;70;900;5;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;50;70;900;5;;SOMENTE_SCORES;True;False;-1750,0
712;1658;50;70;900;8;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;6;0;0;0;50;70;900;8;;SOMENTE_SCORES;True;VALIDACAO;19;2;10,526315789473685;6000,0;4250,0;-1750,0;-92,10526315789474;1;1;0;0;50;70;900;8;;SOMENTE_SCORES;True;False;-1750,0
713;539;30;70;300;8;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;14;33,333333333333336;-19900,0;-14475,0;5425,0;129,16666666666666;9;2;2;0;30;70;300;8;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;5;26,31578947368421;6000,0;4025,0;-1975,0;-103,94736842105263;2;1;2;0;30;70;300;8;;DELTA_E_SALDO_CONTRARIOS;False;False;-1975,0
714;515;30;70;300;2;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;15;35,714285714285715;-19900,0;-16950,0;2950,0;70,23809523809524;9;3;2;0;30;70;300;2;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;5;26,31578947368421;6000,0;4025,0;-1975,0;-103,94736842105263;2;1;2;0;30;70;300;2;;DELTA_E_SALDO_CONTRARIOS;False;False;-1975,0
715;523;30;70;300;3;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;15;35,714285714285715;-19900,0;-16950,0;2950,0;70,23809523809524;9;3;2;0;30;70;300;3;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;5;26,31578947368421;6000,0;4025,0;-1975,0;-103,94736842105263;2;1;2;0;30;70;300;3;;DELTA_E_SALDO_CONTRARIOS;False;False;-1975,0
716;531;30;70;300;5;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;15;35,714285714285715;-19900,0;-17025,0;2875,0;68,45238095238095;9;3;2;0;30;70;300;5;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;5;26,31578947368421;6000,0;4025,0;-1975,0;-103,94736842105263;2;1;2;0;30;70;300;5;;DELTA_E_SALDO_CONTRARIOS;False;False;-1975,0
717;607;30;70;700;8;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;12;28,571428571428573;-19900,0;-16875,0;3025,0;72,02380952380952;8;2;1;0;30;70;700;8;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;3725,0;-2275,0;-119,73684210526316;2;1;0;0;30;70;700;8;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2275,0
718;613;30;70;900;2;500,0;SOMENTE_SCORES;False;TREINO;42;12;28,571428571428573;-19900,0;-16875,0;3025,0;72,02380952380952;8;2;1;0;30;70;900;2;500,0;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;3725,0;-2275,0;-119,73684210526316;2;1;0;0;30;70;900;2;500,0;SOMENTE_SCORES;False;False;-2275,0
719;621;30;70;900;3;500,0;SOMENTE_SCORES;False;TREINO;42;12;28,571428571428573;-19900,0;-16875,0;3025,0;72,02380952380952;8;2;1;0;30;70;900;3;500,0;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;3725,0;-2275,0;-119,73684210526316;2;1;0;0;30;70;900;3;500,0;SOMENTE_SCORES;False;False;-2275,0
720;629;30;70;900;5;500,0;SOMENTE_SCORES;False;TREINO;42;12;28,571428571428573;-19900,0;-16875,0;3025,0;72,02380952380952;8;2;1;0;30;70;900;5;500,0;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;3725,0;-2275,0;-119,73684210526316;2;1;0;0;30;70;900;5;500,0;SOMENTE_SCORES;False;False;-2275,0
721;637;30;70;900;8;500,0;SOMENTE_SCORES;False;TREINO;42;12;28,571428571428573;-19900,0;-16875,0;3025,0;72,02380952380952;8;2;1;0;30;70;900;8;500,0;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;3725,0;-2275,0;-119,73684210526316;2;1;0;0;30;70;900;8;500,0;SOMENTE_SCORES;False;False;-2275,0
722;583;30;70;700;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;13;30,952380952380953;-19900,0;-19425,0;475,0;11,30952380952381;8;3;1;0;30;70;700;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;3725,0;-2275,0;-119,73684210526316;2;1;0;0;30;70;700;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2275,0
723;591;30;70;700;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;13;30,952380952380953;-19900,0;-19425,0;475,0;11,30952380952381;8;3;1;0;30;70;700;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;3725,0;-2275,0;-119,73684210526316;2;1;0;0;30;70;700;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2275,0
724;599;30;70;700;5;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;13;30,952380952380953;-19900,0;-19425,0;475,0;11,30952380952381;8;3;1;0;30;70;700;5;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;3725,0;-2275,0;-119,73684210526316;2;1;0;0;30;70;700;5;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2275,0
725;615;30;70;900;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;11;26,19047619047619;-19900,0;-19950,0;-50,0;-1,1904761904761905;7;2;1;0;30;70;900;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;3725,0;-2275,0;-119,73684210526316;2;1;0;0;30;70;900;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2275,0
726;623;30;70;900;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;11;26,19047619047619;-19900,0;-19950,0;-50,0;-1,1904761904761905;7;2;1;0;30;70;900;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;3725,0;-2275,0;-119,73684210526316;2;1;0;0;30;70;900;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2275,0
727;631;30;70;900;5;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;11;26,19047619047619;-19900,0;-19950,0;-50,0;-1,1904761904761905;7;2;1;0;30;70;900;5;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;3725,0;-2275,0;-119,73684210526316;2;1;0;0;30;70;900;5;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2275,0
728;639;30;70;900;8;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;11;26,19047619047619;-19900,0;-19950,0;-50,0;-1,1904761904761905;7;2;1;0;30;70;900;8;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;3725,0;-2275,0;-119,73684210526316;2;1;0;0;30;70;900;8;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2275,0
729;647;30;80;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;7;16,666666666666668;-19900,0;-10400,0;9500,0;226,1904761904762;6;0;1;0;30;80;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;30;80;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2875,0
730;655;30;80;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;7;16,666666666666668;-19900,0;-10400,0;9500,0;226,1904761904762;6;0;1;0;30;80;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;30;80;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2875,0
731;1159;40;80;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;7;16,666666666666668;-19900,0;-10400,0;9500,0;226,1904761904762;6;0;1;0;40;80;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;40;80;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2875,0
732;1167;40;80;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;7;16,666666666666668;-19900,0;-10400,0;9500,0;226,1904761904762;6;0;1;0;40;80;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;40;80;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2875,0
733;1671;50;80;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;7;16,666666666666668;-19900,0;-10400,0;9500,0;226,1904761904762;6;0;1;0;50;80;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;50;80;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2875,0
734;1679;50;80;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;7;16,666666666666668;-19900,0;-10400,0;9500,0;226,1904761904762;6;0;1;0;50;80;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;50;80;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2875,0
735;135;20;80;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;5;11,904761904761905;-19900,0;-12000,0;7900,0;188,0952380952381;5;0;0;0;20;80;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;20;80;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2875,0
736;143;20;80;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;5;11,904761904761905;-19900,0;-12000,0;7900,0;188,0952380952381;5;0;0;0;20;80;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;20;80;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2875,0
737;133;20;80;300;2;500,0;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-12250,0;7650,0;182,14285714285714;5;0;0;0;20;80;300;2;500,0;SOMENTE_SCORES;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;20;80;300;2;500,0;SOMENTE_SCORES;False;False;-2875,0
738;141;20;80;300;3;500,0;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-12250,0;7650,0;182,14285714285714;5;0;0;0;20;80;300;3;500,0;SOMENTE_SCORES;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;20;80;300;3;500,0;SOMENTE_SCORES;False;False;-2875,0
739;149;20;80;300;5;500,0;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-12250,0;7650,0;182,14285714285714;5;0;0;0;20;80;300;5;500,0;SOMENTE_SCORES;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;20;80;300;5;500,0;SOMENTE_SCORES;False;False;-2875,0
740;157;20;80;300;8;500,0;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-12250,0;7650,0;182,14285714285714;5;0;0;0;20;80;300;8;500,0;SOMENTE_SCORES;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;20;80;300;8;500,0;SOMENTE_SCORES;False;False;-2875,0
741;167;20;80;500;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;5;11,904761904761905;-19900,0;-12575,0;7325,0;174,4047619047619;5;0;0;0;20;80;500;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;20;80;500;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2875,0
742;175;20;80;500;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;5;11,904761904761905;-19900,0;-12575,0;7325,0;174,4047619047619;5;0;0;0;20;80;500;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;20;80;500;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2875,0
743;679;30;80;500;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;5;11,904761904761905;-19900,0;-12575,0;7325,0;174,4047619047619;5;0;0;0;30;80;500;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;30;80;500;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2875,0
744;687;30;80;500;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;5;11,904761904761905;-19900,0;-12575,0;7325,0;174,4047619047619;5;0;0;0;30;80;500;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;30;80;500;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2875,0
745;1191;40;80;500;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;5;11,904761904761905;-19900,0;-12575,0;7325,0;174,4047619047619;5;0;0;0;40;80;500;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;40;80;500;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2875,0
746;1199;40;80;500;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;5;11,904761904761905;-19900,0;-12575,0;7325,0;174,4047619047619;5;0;0;0;40;80;500;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;40;80;500;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2875,0
747;1703;50;80;500;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;5;11,904761904761905;-19900,0;-12575,0;7325,0;174,4047619047619;5;0;0;0;50;80;500;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;50;80;500;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2875,0
748;1711;50;80;500;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;5;11,904761904761905;-19900,0;-12575,0;7325,0;174,4047619047619;5;0;0;0;50;80;500;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;50;80;500;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2875,0
749;663;30;80;300;5;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;6;14,285714285714286;-19900,0;-12625,0;7275,0;173,21428571428572;5;0;1;0;30;80;300;5;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;2;10,526315789473685;6000,0;3125,0;-2875,0;-151,31578947368422;1;1;0;0;30;80;300;5;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;-2875,0
