grupo;feature;qtd_movimentos;qtd_laterais;media_movimentos;mediana_movimentos;media_lateral;mediana_lateral;diferenca;cohen_d;cohen_d_abs;ks_stat;ks_pvalue;mann_whitney_pvalue;direcao;dna_forte_estatistico
ALTA;pre_60_30s_spread_min;89;470;0,3398876404494382;0,25;0,5478723404255319;0,5;-0,2079846999760937;-0,8116044685477241;0,8116044685477241;0,4342577097776715;2,8254135521000133e-13;4,751617180217002e-13;MENOR_NO_IMPULSO;True
ALTA;pre_30_0s_spread_max;89;470;2,657303370786517;2,0;1,9659574468085106;2,0;0,6913459239780062;0,8086442076144235;0,8086442076144235;0,26612479081998575;3,617427790414396e-05;3,593815593352512e-05;MAIOR_NO_IMPULSO;True
ALTA;pre_5_0s_spread_pct_acima_1_5;89;347;0,30595624806255506;0,18421052631578946;0,5323925254233671;0,5;-0,22643627736081207;-0,791453880375166;0,791453880375166;0,4347051776058025;1,2825604108749455e-12;5,200578249852572e-10;MENOR_NO_IMPULSO;False
ALTA;pre_10_0s_spread_max;89;434;2,193820224719101;1,75;1,7793778801843319;1,75;0,41444234453476936;0,7781658449260359;0,7781658449260359;0,24260860560244402;0,0002589824323126269;0,003689086934185739;MAIOR_NO_IMPULSO;False
ALTA;pre_60_30s_spread_max;89;470;2,561797752808989;2,0;1,9622340425531914;2,0;0,5995637102557974;0,7284809997023671;0,7284809997023671;0,2926607697824528;3,6081221977755584e-06;0,012250056922059048;MAIOR_NO_IMPULSO;False
ALTA;pre_30_0s_spread_mediana;89;470;1,252808988764045;1,25;1,411968085106383;1,5;-0,15915909634233794;-0,6927187551504879;0,6927187551504879;0,40356203681568253;1,7850973882143586e-11;7,582803187684345e-10;MENOR_NO_IMPULSO;False
ALTA;pre_15_0s_spread_mediana;89;458;1,2415730337078652;1,25;1,4047489082969433;1,5;-0,16317587458907812;-0,678622792430912;0,678622792430912;0,34990922918404394;1,2105950550952905e-08;3,5115245048662937e-09;MENOR_NO_IMPULSO;False
ALTA;pre_15_0s_spread_medio;89;458;1,2011438401244645;1,1547029702970297;1,3494455069003561;1,3423295454545454;-0,14830166677589163;-0,6724855975544002;0,6724855975544002;0,41082380648643346;7,733428829725597e-12;1,0664417651356154e-09;MENOR_NO_IMPULSO;False
ALTA;pre_60_0s_spread_min;89;471;0,2893258426966292;0,25;0,4156050955414013;0,25;-0,1262792528447721;-0,6597111495734769;0,6597111495734769;0,3386292611942079;3,8078891084800936e-08;1,93359678879218e-09;MENOR_NO_IMPULSO;False
ALTA;pre_10_0s_spread_medio;89;434;1,19439575992775;1,1418918918918919;1,3486723498405784;1,3323643410852712;-0,15427658991282844;-0,6521718516630176;0,6521718516630176;0,41490187956298863;5,7697576824527185e-12;3,7026599644652053e-09;MENOR_NO_IMPULSO;False
ALTA;pre_60_0s_spread_mediana;89;471;1,2542134831460674;1,25;1,40552016985138;1,5;-0,15130668670531255;-0,6505517399149682;0,6505517399149682;0,3917555285192872;8,036645113541045e-11;1,5796837839841416e-10;MENOR_NO_IMPULSO;False
ALTA;acel_spread_60_para_15_spread_max_diff;89;458;-0,7780898876404494;-0,25;-0,2920305676855895;-0,25;-0,4860593199548599;-0,6504751469105271;0,6504751469105271;0,13706393209361661;0,10927869723226713;0,13840383546119095;MENOR_NO_IMPULSO;False
ALTA;pre_5_0s_spread_medio;89;347;1,1828583684089862;1,144278606965174;1,3472762197441672;1,3186274509803921;-0,16441785133518105;-0,6310383596455408;0,6310383596455408;0,3741864456173299;2,1917739550194033e-09;1,236514628130941e-08;MENOR_NO_IMPULSO;False
ALTA;pre_5_0s_spread_mediana;89;347;1,2064606741573034;1,25;1,3836455331412103;1,375;-0,1771848589839069;-0,6143339220829913;0,6143339220829913;0,3710455590454295;3,119876653656429e-09;6,636780113877742e-08;MENOR_NO_IMPULSO;False
