dna_id,tipo_causa_stop,classe_dna,sequencia,stops_associados,dias_com_stop,motores_com_stop,lados_com_stop,hora_mais_frequente,concentracao_hora_pct
DNA_0DDD8BFE6E7B,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,2,1,1,1,8,50.0
DNA_A6366B77E8D0,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,2,2,1,1,12,50.0
DNA_B9FBE776D570,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_SUBIU,2,1,1,2,11,50.0
DNA_97AD30D78ABB,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_CAIU,2,2,1,1,10,50.0
DNA_678815D30B0A,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,2,1,1,1,11,50.0
DNA_16D7C5F77E91,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,2,2,1,2,11,50.0
DNA_5F17EEA638BA,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,2,2,1,1,5,50.0
DNA_C8954CD0A2BE,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,2,2,2,1,10,50.0
DNA_A18A72F5F778,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,2,1,1,1,10,100.0
DNA_2C7C4EEB27F8,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,2,1,1,1,7,50.0
DNA_CB74299F180D,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU,2,1,1,1,16,50.0
DNA_1D4899DEA527,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_SUBIU,2,2,2,1,17,50.0
DNA_A2C25249A193,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,2,1,1,1,19,50.0
DNA_AA5EF9069F15,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,1,1,1,1,10,100.0
DNA_BF68E3CCCD78,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,1,1,1,1,22,100.0
DNA_3F23B4C3387B,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU,1,1,1,1,10,100.0
DNA_098752346F64,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_CAIU,1,1,1,1,16,100.0
DNA_CC438BE29159,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_CAIU,1,1,1,1,16,100.0
DNA_B908787D59CD,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,1,1,1,1,11,100.0
DNA_52D724F93647,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,1,1,1,1,21,100.0
DNA_1E793D741215,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,1,1,1,1,3,100.0
DNA_0F6BB946407D,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,1,1,1,1,1,100.0
DNA_200784D63B62,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU,1,1,1,1,12,100.0
DNA_CAB9507E140E,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU,1,1,1,1,15,100.0
