escopo,motor_id,lado_norm,classe_dna,tamanho,sequencia,historias_total,historias_gain,historias_stop,ocorrencias,suporte_total_pct,suporte_gain_pct,suporte_stop_pct,confianca_gain_pct,confianca_stop_pct,lift_gain,lift_stop,diferenca_suporte_pp,log_odds_gain,evidencia,score_dna,dna_id
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_STOP,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,672,0,15,15,2.232143,0.0,3.957784,0.0,100.0,0.0,1.773087,-3.957784,-3.217338,FRACA,75.4453,DNA_CA55848B861F
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,DNA_GAIN,2,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_CAIU,612,9,2,11,1.797386,3.688525,0.543478,81.818182,18.181818,2.052161,0.302372,3.145046,1.777289,FRACA,72.0138,DNA_CC438BE29159
MOTOR,motor_operacional_c7_v3_1,,DNA_GAIN,3,AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU,870,8,2,10,1.149425,2.373887,0.375235,80.0,20.0,2.065282,0.326454,1.998653,1.701902,FRACA,70.4,DNA_D2BEE9B0069D
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_GAIN,4,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU,672,10,2,12,1.785714,3.412969,0.527704,83.333333,16.666667,1.911263,0.295515,2.885265,1.721443,FRACA,70.1118,DNA_CAB9507E140E
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_STOP,3,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,672,1,16,17,2.529762,0.341297,4.221636,5.882353,94.117647,0.134913,1.668788,-3.880339,-2.180581,FRACA,69.7146,DNA_E3F37591A376
LADO,,VENDA,DNA_GAIN,5,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,1123,8,2,10,0.890472,1.702128,0.306279,80.0,20.0,1.911489,0.343951,1.395849,1.566406,FRACA,67.5002,DNA_A6366B77E8D0
LADO,,VENDA,DNA_GAIN,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,1123,8,2,10,0.890472,1.702128,0.306279,80.0,20.0,1.911489,0.343951,1.395849,1.566406,FRACA,67.5002,DNA_C8954CD0A2BE
MOTOR,motor_c7_dna_fluxo_v5_2,,DNA_GAIN,3,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,1284,11,3,14,1.090343,2.048417,0.401606,78.571429,21.428571,1.878691,0.36833,1.646811,1.536046,FRACA,66.7961,DNA_55AC3640C003
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_GAIN,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,672,8,2,10,1.488095,2.730375,0.527704,80.0,20.0,1.834812,0.354617,2.202671,1.503104,FRACA,66.2552,DNA_A18A72F5F778
GLOBAL,,,DNA_STOP,4,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,2154,1,15,16,0.742804,0.114416,1.171875,6.25,93.75,0.154033,1.577637,-1.057459,-1.96466,FRACA,64.4471,DNA_615C44D1EC83
LADO,,VENDA,DNA_STOP,4,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,1123,1,12,13,1.157614,0.212766,1.837672,7.692308,92.307692,0.183797,1.587466,-1.624906,-1.808123,FRACA,63.4452,DNA_9C2330692362
MOTOR,motor_c7_dna_fluxo_v5_2,,DNA_STOP,4,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,1284,1,11,12,0.934579,0.18622,1.472557,8.333333,91.666667,0.199255,1.575636,-1.286337,-1.720039,FRACA,62.1931,DNA_A61F45077ACD
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_STOP,5,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_SUBIU,672,1,9,10,1.488095,0.341297,2.37467,10.0,90.0,0.229352,1.595778,-2.033373,-1.609438,FRACA,61.8793,DNA_B21E69DBB057
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_STOP,4,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,672,1,9,10,1.488095,0.341297,2.37467,10.0,90.0,0.229352,1.595778,-2.033373,-1.609438,FRACA,61.8793,DNA_D00849C63E60
MOTOR,motor_operacional_c7_v3_1,,DNA_STOP,3,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_SUBIU,870,1,12,13,1.494253,0.296736,2.251407,7.692308,92.307692,0.198585,1.506711,-1.954671,-1.682152,FRACA,61.4476,DNA_E29FF0440092
LADO,,VENDA,DNA_STOP,4,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,1123,1,10,11,0.979519,0.212766,1.531394,9.090909,90.909091,0.217215,1.563414,-1.318628,-1.630656,FRACA,61.1791,DNA_E3336332A6D5
LADO,,VENDA,DNA_STOP,3,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,1123,4,21,25,2.22618,0.851064,3.215926,16.0,84.0,0.382298,1.444594,-2.364863,-1.259553,MODERADA,61.0825,DNA_AA7FAA42A1C2
MOTOR,motor_c7_dna_fluxo_v5_2,,DNA_STOP,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,1284,4,21,25,1.94704,0.744879,2.811245,16.0,84.0,0.38257,1.443855,-2.066366,-1.255196,MODERADA,60.8221,DNA_454C2AF1E3D3
GLOBAL,,,DNA_STOP,3,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,2154,10,40,50,2.321263,1.144165,3.125,20.0,80.0,0.492906,1.34625,-1.980835,-0.988808,MODERADA,60.3936,DNA_59B7A0672312
MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,DNA_STOP,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,451,4,19,23,5.099778,2.259887,6.934307,17.391304,82.608696,0.443134,1.359727,-4.67442,-1.079292,MODERADA,59.8692,DNA_0721D6E6F3C9
LADO,,VENDA,DNA_STOP,6,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,1123,1,9,10,0.890472,0.212766,1.378254,10.0,90.0,0.238936,1.547779,-1.165488,-1.52902,FRACA,59.8663,DNA_C65749F92451
MOTOR,motor_c7_dna_fluxo_v5_2,,DNA_STOP,6,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,1284,1,9,10,0.778816,0.18622,1.204819,10.0,90.0,0.239106,1.546988,-1.0186,-1.526272,FRACA,59.7265,DNA_3A810E62CFAB
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_STOP,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,672,3,14,17,2.529762,1.023891,3.693931,17.647059,82.352941,0.404738,1.460189,-2.670041,-1.191723,FRACA,59.6906,DNA_C75189E144B6
MOTOR,motor_c7_dna_fluxo_v5_2,,DNA_GAIN,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,1284,9,3,12,0.934579,1.675978,0.401606,75.0,25.0,1.793296,0.429719,1.274371,1.341199,FRACA,59.6431,DNA_34D1682B82C7
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_STOP,3,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,672,2,11,13,1.934524,0.682594,2.902375,15.384615,84.615385,0.352849,1.500304,-2.219781,-1.291656,FRACA,59.5658,DNA_E0406E437ED4
GLOBAL,,,DNA_STOP,2,CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,2154,4,21,25,1.160631,0.457666,1.640625,16.0,84.0,0.394325,1.413563,-1.182959,-1.194573,MODERADA,59.2506,DNA_E23451CCC141
MOTOR,motor_operacional_c7_v3_1,,DNA_STOP,2,CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,870,1,10,11,1.264368,0.296736,1.876173,9.090909,90.909091,0.234691,1.483882,-1.579437,-1.503971,FRACA,59.1506,DNA_F39FC5A561B0
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,DNA_STOP,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,612,1,9,10,1.633987,0.409836,2.445652,10.0,90.0,0.25082,1.496739,-2.035816,-1.456229,FRACA,59.1343,DNA_F91142E96C6B
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,612,1,9,10,1.633987,0.409836,2.445652,10.0,90.0,0.25082,1.496739,-2.035816,-1.456229,FRACA,59.1343,DNA_4F2977ACA9F6
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,DNA_GAIN,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,612,20,9,29,4.738562,8.196721,2.445652,68.965517,31.034483,1.729791,0.516117,5.751069,1.239972,MODERADA,58.8139,DNA_241F450E2DE1
LADO,,VENDA,DNA_STOP,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ESTAVEL,1123,2,12,14,1.246661,0.425532,1.837672,14.285714,85.714286,0.341337,1.474076,-1.41214,-1.295165,FRACA,58.752,DNA_CC87CC65D357
MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,DNA_STOP,3,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,451,2,12,14,3.104213,1.129944,4.379562,14.285714,85.714286,0.364003,1.410845,-3.249619,-1.206826,FRACA,58.4238,DNA_AEB3D8FA975E
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_STOP,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,672,2,10,12,1.785714,0.682594,2.638522,16.666667,83.333333,0.382253,1.477573,-1.955929,-1.197974,FRACA,58.1237,DNA_7EE261923995
LADO,,COMPRA,DNA_STOP,6,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,1031,1,9,10,0.969932,0.247525,1.435407,10.0,90.0,0.255198,1.479904,-1.187882,-1.418706,FRACA,57.974,DNA_8B5DFEB81691
MOTOR,motor_operacional_c7_v3_1,,DNA_STOP,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,870,5,22,27,3.103448,1.48368,4.12758,18.518519,81.481481,0.478075,1.329998,-2.6439,-0.978059,MODERADA,57.9136,DNA_41436FAF00CA
MOTOR,motor_operacional_c7_v3_1,,DNA_STOP,5,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,870,1,9,10,1.149425,0.296736,1.688555,10.0,90.0,0.25816,1.469043,-1.391819,-1.401979,FRACA,57.8261,DNA_494555258ED6
LADO,,COMPRA,DNA_STOP,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,1031,3,16,19,1.842871,0.742574,2.551834,15.789474,84.210526,0.402944,1.384706,-1.80926,-1.12989,FRACA,57.6828,DNA_959B8C8FDFED
LADO,,VENDA,DNA_STOP,4,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,1123,2,11,13,1.157614,0.425532,1.684533,15.384615,84.615385,0.367594,1.455177,-1.259001,-1.210226,FRACA,57.5355,DNA_B7901F5FE041
LADO,,VENDA,DNA_STOP,4,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,1123,2,11,13,1.157614,0.425532,1.684533,15.384615,84.615385,0.367594,1.455177,-1.259001,-1.210226,FRACA,57.5355,DNA_FBEDD15D0B95
MOTOR,motor_c7_dna_fluxo_v5_2,,DNA_STOP,5,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,1284,2,11,13,1.012461,0.372439,1.472557,15.384615,84.615385,0.367856,1.454433,-1.100117,-1.207348,FRACA,57.3871,DNA_6FA612A87BD0
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_GAIN,4,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,672,11,4,15,2.232143,3.754266,1.055409,73.333333,26.666667,1.681911,0.472823,2.698857,1.22285,FRACA,57.1252,DNA_A1D21B1FDC5D
MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,DNA_STOP,2,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,419,7,25,32,7.637232,4.375,9.65251,21.875,78.125,0.572852,1.263875,-5.27751,-0.80002,MODERADA,56.5131,DNA_DCF64349B81C
MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,DNA_STOP,5,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,419,2,11,13,3.102625,1.25,4.247104,15.384615,84.615385,0.402885,1.368874,-2.997104,-1.076368,FRACA,56.4437,DNA_B123A1E6ECF4
MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,419,2,11,13,3.102625,1.25,4.247104,15.384615,84.615385,0.402885,1.368874,-2.997104,-1.076368,FRACA,56.4437,DNA_02DCDED28577
MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,419,2,11,13,3.102625,1.25,4.247104,15.384615,84.615385,0.402885,1.368874,-2.997104,-1.076368,FRACA,56.4437,DNA_678815D30B0A
MOTOR,motor_c7_dna_fluxo_v5_2,,DNA_STOP,4,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,1284,5,19,24,1.869159,0.931099,2.543507,20.833333,79.166667,0.498138,1.360776,-1.612409,-0.952262,MODERADA,56.3021,DNA_575CA6CFE943
LADO,,VENDA,DNA_STOP,5,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,1123,2,10,12,1.068566,0.425532,1.531394,16.666667,83.333333,0.398227,1.433129,-1.105862,-1.117699,FRACA,56.1959,DNA_DCD5DBB2C846
LADO,,VENDA,DNA_STOP,4,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,1123,2,10,12,1.068566,0.425532,1.531394,16.666667,83.333333,0.398227,1.433129,-1.105862,-1.117699,FRACA,56.1959,DNA_117945C7E9CD
LADO,,VENDA,DNA_STOP,3,CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,1123,2,10,12,1.068566,0.425532,1.531394,16.666667,83.333333,0.398227,1.433129,-1.105862,-1.117699,FRACA,56.1959,DNA_0CDC5A943B30
MOTOR,motor_operacional_c7_v3_1,,DNA_STOP,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,870,4,17,21,2.413793,1.186944,3.189493,19.047619,80.952381,0.491734,1.321362,-2.00255,-0.920691,MODERADA,55.9279,DNA_4FA4C1B43082
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,DNA_STOP,4,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,612,3,13,16,2.614379,1.229508,3.532609,18.75,81.25,0.470287,1.351223,-2.3031,-0.963271,FRACA,55.8461,DNA_A51A4C41D6E0
LADO,,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,1031,3,14,17,1.648885,0.742574,2.232855,17.647059,82.352941,0.450349,1.354161,-1.490281,-0.997413,FRACA,55.7137,DNA_629F4CF574CC
LADO,,COMPRA,DNA_STOP,6,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,1031,2,11,13,1.260912,0.49505,1.754386,15.384615,84.615385,0.392612,1.391363,-1.259336,-1.099693,FRACA,55.7068,DNA_AE9EA427A06E
MOTOR,motor_operacional_c7_v3_1,,DNA_STOP,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_CAIU,870,2,11,13,1.494253,0.593472,2.06379,15.384615,84.615385,0.39717,1.381152,-1.470318,-1.083053,FRACA,55.5776,DNA_48F2CF31D581
MOTOR,motor_operacional_c7_v3_1,,DNA_STOP,3,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,870,2,11,13,1.494253,0.593472,2.06379,15.384615,84.615385,0.39717,1.381152,-1.470318,-1.083053,FRACA,55.5776,DNA_38B853F46855
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,612,2,10,12,1.960784,0.819672,2.717391,16.666667,83.333333,0.418033,1.38587,-1.897719,-1.044158,FRACA,55.4769,DNA_80D64ED2D20F
LADO,,VENDA,DNA_GAIN,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU,1123,8,3,11,0.979519,1.702128,0.459418,72.727273,27.272727,1.737718,0.469024,1.24271,1.228398,FRACA,55.3242,DNA_BD16C74539AB
LADO,,VENDA,DNA_STOP,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,1123,3,12,15,1.335708,0.638298,1.837672,20.0,80.0,0.477872,1.375804,-1.199374,-0.956556,FRACA,55.2136,DNA_A2CCB9BA9DA2
MOTOR,motor_c7_dna_fluxo_v5_2,,DNA_STOP,4,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,1284,3,12,15,1.168224,0.558659,1.606426,20.0,80.0,0.478212,1.3751,-1.047766,-0.953747,FRACA,55.0718,DNA_280552AE4D03
MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,419,2,10,12,2.863962,1.25,3.861004,16.666667,83.333333,0.436458,1.348134,-2.611004,-0.98138,FRACA,54.9432,DNA_980C621DFC9C
MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,DNA_STOP,2,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CAMPANHA_ENTRADAS_ESTAVEL,419,2,10,12,2.863962,1.25,3.861004,16.666667,83.333333,0.436458,1.348134,-2.611004,-0.98138,FRACA,54.9432,DNA_2EB86B0CB4CA
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_STOP,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_SUBIU,672,2,8,10,1.488095,0.682594,2.110818,20.0,80.0,0.458703,1.41847,-1.428224,-0.981267,FRACA,54.7384,DNA_E3E076C0C2A8
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_STOP,3,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,672,2,8,10,1.488095,0.682594,2.110818,20.0,80.0,0.458703,1.41847,-1.428224,-0.981267,FRACA,54.7384,DNA_36F144CF65A6
LADO,,COMPRA,DNA_GAIN,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,1031,27,14,41,3.976722,6.683168,2.232855,65.853659,34.146341,1.680572,0.561481,4.450313,1.125647,FORTE,54.6286,DNA_F31DAF631022
MOTOR,motor_operacional_c7_v3_1,,DNA_STOP,5,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,870,3,13,16,1.83908,0.890208,2.439024,18.75,81.25,0.48405,1.32622,-1.548817,-0.907774,FRACA,54.5028,DNA_39BF79999921
